factor,lr,sinr
0.01,0.014706322302605794,-0.08677484495693905
0.1,0.4497941345248527,13.109359898468336
1.0,0.705183201277481,21.218358635992388
2.0,0.006261037526762594,27.50620831530145
5.0,0.5498409491996976,26.31388433424104
10.0,0.5170093606382591,33.31334705386687
20.0,0.2919379281135971,33.03271402260108
50.0,0.35477670314618404,30.03573584392601
100.0,0.04055127516072726,32.04712454244499
1000.0,0.3505211543648082,46.96211204848034
