polar1,azimuth1,x1,y1,z1
0.0,0.0,0.0,0.0,1.0
0.0,4.285714285714286,0.0,0.0,1.0
0.0,8.571428571428571,0.0,0.0,1.0
0.0,12.857142857142858,0.0,0.0,1.0
0.0,17.142857142857142,0.0,0.0,1.0
0.0,21.428571428571427,0.0,0.0,1.0
0.0,25.714285714285715,0.0,0.0,1.0
0.0,30.0,0.0,0.0,1.0
0.0,34.285714285714285,0.0,0.0,1.0
0.0,38.57142857142857,0.0,0.0,1.0
0.0,42.857142857142854,0.0,0.0,1.0
0.0,47.14285714285714,0.0,0.0,1.0
0.0,51.42857142857143,0.0,0.0,1.0
0.0,55.714285714285715,0.0,0.0,1.0
0.0,60.0,0.0,0.0,1.0
0.0,64.28571428571428,0.0,0.0,1.0
0.0,68.57142857142857,0.0,0.0,1.0
0.0,72.85714285714286,0.0,0.0,1.0
0.0,77.14285714285714,0.0,0.0,1.0
0.0,81.42857142857143,0.0,0.0,1.0
0.0,85.71428571428571,0.0,0.0,1.0
0.0,90.0,0.0,0.0,1.0
0.0,94.28571428571428,-0.0,0.0,1.0
0.0,98.57142857142857,-0.0,0.0,1.0
0.0,102.85714285714286,-0.0,0.0,1.0
0.0,107.14285714285714,-0.0,0.0,1.0
0.0,111.42857142857143,-0.0,0.0,1.0
0.0,115.71428571428571,-0.0,0.0,1.0
0.0,120.0,-0.0,0.0,1.0
0.0,124.28571428571428,-0.0,0.0,1.0
0.0,128.57142857142856,-0.0,0.0,1.0
0.0,132.85714285714286,-0.0,0.0,1.0
0.0,137.14285714285714,-0.0,0.0,1.0
0.0,141.42857142857142,-0.0,0.0,1.0
0.0,145.71428571428572,-0.0,0.0,1.0
0.0,150.0,-0.0,0.0,1.0
0.0,154.28571428571428,-0.0,0.0,1.0
0.0,158.57142857142856,-0.0,0.0,1.0
0.0,162.85714285714286,-0.0,0.0,1.0
0.0,167.14285714285714,-0.0,0.0,1.0
0.0,171.42857142857142,-0.0,0.0,1.0
0.0,175.71428571428572,-0.0,0.0,1.0
0.0,180.0,-0.0,0.0,1.0
0.0,184.28571428571428,-0.0,-0.0,1.0
0.0,188.57142857142856,-0.0,-0.0,1.0
0.0,192.85714285714286,-0.0,-0.0,1.0
0.0,197.14285714285714,-0.0,-0.0,1.0
0.0,201.42857142857142,-0.0,-0.0,1.0
0.0,205.71428571428572,-0.0,-0.0,1.0
0.0,210.0,-0.0,-0.0,1.0
0.0,214.28571428571428,-0.0,-0.0,1.0
0.0,218.57142857142856,-0.0,-0.0,1.0
0.0,222.85714285714286,-0.0,-0.0,1.0
0.0,227.14285714285714,-0.0,-0.0,1.0
0.0,231.42857142857142,-0.0,-0.0,1.0
0.0,235.7142857142857,-0.0,-0.0,1.0
0.0,240.0,-0.0,-0.0,1.0
0.0,244.28571428571428,-0.0,-0.0,1.0
0.0,248.57142857142856,-0.0,-0.0,1.0
0.0,252.85714285714286,-0.0,-0.0,1.0
0.0,257.1428571428571,-0.0,-0.0,1.0
0.0,261.42857142857144,-0.0,-0.0,1.0
0.0,265.7142857142857,-0.0,-0.0,1.0
0.0,270.0,-0.0,-0.0,1.0
0.0,274.2857142857143,0.0,-0.0,1.0
0.0,278.57142857142856,0.0,-0.0,1.0
0.0,282.85714285714283,0.0,-0.0,1.0
0.0,287.1428571428571,0.0,-0.0,1.0
0.0,291.42857142857144,0.0,-0.0,1.0
0.0,295.7142857142857,0.0,-0.0,1.0
0.0,300.0,0.0,-0.0,1.0
0.0,304.2857142857143,0.0,-0.0,1.0
0.0,308.57142857142856,0.0,-0.0,1.0
0.0,312.85714285714283,0.0,-0.0,1.0
0.0,317.1428571428571,0.0,-0.0,1.0
0.0,321.42857142857144,0.0,-0.0,1.0
0.0,325.7142857142857,0.0,-0.0,1.0
0.0,330.0,0.0,-0.0,1.0
0.0,334.2857142857143,0.0,-0.0,1.0
0.0,338.57142857142856,0.0,-0.0,1.0
0.0,342.85714285714283,0.0,-0.0,1.0
0.0,347.1428571428571,0.0,-0.0,1.0
0.0,351.42857142857144,0.0,-0.0,1.0
0.0,355.7142857142857,0.0,-0.0,1.0
0.0,360.0,0.0,-0.0,1.0
4.615384615384615,0.0,0.08046656871672588,0.0,0.99675730813421
4.615384615384615,4.285714285714286,0.0802415678704594,0.006013274210779363,0.99675730813421
4.615384615384615,8.571428571428571,0.07956782362766113,0.011992919752961689,0.99675730813421
4.615384615384615,12.857142857142858,0.0784491038394328,0.01790549602310579,0.99675730813421
4.615384615384615,17.142857142857142,0.07689166484062504,0.023717937496345542,0.99675730813421
4.615384615384615,21.428571428571427,0.07490421646187508,0.029397738642217543,0.99675730813421
4.615384615384615,25.714285714285715,0.07249787332070073,0.034913135708772955,0.99675730813421
4.615384615384615,30.0,0.0696860926640508,0.04023328435836293,0.99675730813421
4.615384615384615,34.285714285714285,0.06648459910992137,0.04532843216168646,0.99675730813421
4.615384615384615,38.57142857142857,0.06291129670891338,0.05017008498544358,0.99675730813421
4.615384615384615,42.857142857142854,0.05898616881751925,0.05473116634308725,0.99675730813421
4.615384615384615,47.14285714285714,0.05473116634308726,0.05898616881751924,0.99675730813421
4.615384615384615,51.42857142857143,0.050170084985443585,0.06291129670891338,0.99675730813421
4.615384615384615,55.714285714285715,0.045328432161686444,0.06648459910992137,0.99675730813421
4.615384615384615,60.0,0.040233284358362945,0.0696860926640508,0.99675730813421
4.615384615384615,64.28571428571428,0.03491313570877297,0.07249787332070072,0.99675730813421
4.615384615384615,68.57142857142857,0.029397738642217543,0.07490421646187508,0.99675730813421
4.615384615384615,72.85714285714286,0.023717937496345536,0.07689166484062504,0.99675730813421
4.615384615384615,77.14285714285714,0.0179054960231058,0.0784491038394328,0.99675730813421
4.615384615384615,81.42857142857143,0.011992919752961705,0.07956782362766113,0.99675730813421
4.615384615384615,85.71428571428571,0.006013274210779374,0.0802415678704594,0.99675730813421
4.615384615384615,90.0,4.927156290865444e-18,0.08046656871672588,0.99675730813421
4.615384615384615,94.28571428571428,-0.006013274210779346,0.0802415678704594,0.99675730813421
4.615384615384615,98.57142857142857,-0.011992919752961696,0.07956782362766113,0.99675730813421
4.615384615384615,102.85714285714286,-0.017905496023105788,0.0784491038394328,0.99675730813421
